Cycle,Acc/Rej,Potential,BasicP,BendingP,DihedralP,Rg,Re,randomProb,boltzman
27900,false,-607.724815,-302.106452,-167.742336,-137.876027,5.612183,11.185667,0.870871,0.003280
28000,false,-605.616644,-298.270984,-168.050149,-139.295511,5.629091,11.612539,0.309127,0.000000
28100,false,-606.526303,-299.742014,-165.968287,-140.816002,5.588521,10.659269,0.575818,0.094283
28200,false,-607.235803,-301.774956,-165.600616,-139.860231,5.676912,11.253004,0.846885,0.000000
28300,false,-607.145512,-305.725539,-162.578015,-138.841958,5.508132,9.373178,0.351587,0.000000
28400,false,-606.843214,-302.652574,-163.858043,-140.332598,5.671549,11.205529,0.954625,0.000000
28500,false,-611.081269,-308.821832,-162.494158,-139.765279,5.585495,9.810996,0.725619,0.000000
28600,false,-606.421870,-304.592461,-162.792635,-139.036774,5.629832,9.605808,0.445182,0.000004
28700,false,-611.738122,-305.005031,-166.585051,-140.148040,5.584414,8.879089,0.246788,0.000000
28800,false,-608.840091,-302.327122,-166.204252,-140.308716,5.613958,9.755016,0.843667,0.000000
28900,true,-610.398062,-304.165027,-165.820571,-140.412465,5.614727,9.326306,0.039937,1.000000
29000,false,-609.435018,-303.145210,-165.886888,-140.402920,5.618004,9.655389,0.475202,0.000000
29100,true,-613.045524,-306.493145,-166.248045,-140.304334,5.614007,9.056809,0.801818,4.628715
29200,false,-611.998752,-305.164747,-166.349974,-140.484031,5.630798,9.414027,0.744067,0.000000
29300,false,-613.054678,-306.441615,-166.733817,-139.879246,5.568124,9.009525,0.738439,0.018987
29400,false,-613.858749,-307.815428,-165.509856,-140.533465,5.554375,8.902867,0.104250,0.000000
29500,false,-614.314901,-307.763671,-165.657120,-140.894110,5.532419,8.781196,0.943818,0.000000
29600,false,-609.501664,-303.335579,-164.758566,-141.407519,5.611050,9.293476,0.221404,0.000000
29700,false,-611.379788,-304.728869,-165.992765,-140.658153,5.580275,9.707665,0.720145,0.000000
29800,false,-613.701522,-308.136804,-165.313158,-140.251561,5.548720,8.850811,0.826206,0.000000
29900,true,-614.241579,-306.238211,-167.340915,-140.662453,5.586660,9.200334,0.339345,2.335686
30000,true,-616.638819,-309.113875,-166.957816,-140.567128,5.573730,8.958442,0.759135,2.278871
30100,true,-609.313273,-303.809732,-164.962644,-140.540898,5.518381,8.973260,0.746051,1.000000
30200,false,-609.457919,-303.675121,-165.083277,-140.699520,5.533090,9.232980,0.706639,0.002845
30300,false,-609.159088,-305.048781,-164.493749,-139.616558,5.571367,9.402951,0.701986,0.000000
30400,false,-613.728615,-309.042719,-164.355610,-140.330286,5.552813,9.130630,0.128719,0.018532
30500,true,-611.349967,-305.190156,-165.313813,-140.845998,5.598159,9.084535,0.871741,1.000000
30600,true,-607.055111,-300.110205,-165.542610,-141.402296,5.604833,9.178296,0.877922,1.000000
30700,false,-603.947583,-298.431204,-164.601548,-140.914831,5.619142,9.021858,0.349976,0.000000
30800,false,-608.118204,-303.763986,-164.323542,-140.030675,5.612297,9.176125,0.009729,0.000056
30900,true,-615.490740,-310.989086,-164.002980,-140.498674,5.553750,8.897788,0.130007,0.771743
31000,false,-612.007614,-307.900393,-163.729449,-140.377771,5.556031,9.217238,0.284357,0.003235
31100,false,-612.155331,-308.004814,-163.453060,-140.697456,5.559869,9.295654,0.013817,0.000016
31200,false,-610.844659,-307.175438,-163.060204,-140.609018,5.579016,8.964081,0.859968,0.000000
31300,true,-611.460659,-307.116174,-163.362571,-140.981913,5.630998,9.640359,0.463464,1.215031
31400,false,-612.706846,-308.415485,-163.449283,-140.842078,5.608895,9.500000,0.677282,0.000000
31500,false,-613.288504,-308.769145,-163.749381,-140.769978,5.592121,9.183069,0.893895,0.000068
31600,false,-611.122521,-307.677042,-163.176236,-140.269243,5.586467,9.420555,0.035593,0.000000
31700,false,-612.836831,-309.675757,-163.012753,-140.148321,5.507624,9.126308,0.907170,0.000000
31800,false,-611.890506,-309.970597,-162.377996,-139.541912,5.491384,8.808368,0.860197,0.000000
31900,false,-610.935628,-308.348622,-163.073609,-139.513397,5.527136,9.290026,0.968093,0.000986
32000,false,-611.610844,-309.095871,-163.000447,-139.514526,5.513971,8.798863,0.161225,0.000000
32100,false,-612.908722,-310.310513,-163.150623,-139.447587,5.523984,9.101741,0.021242,0.000000
32200,false,-611.574468,-308.162478,-163.781445,-139.630545,5.532971,8.669817,0.183877,0.000000
32300,true,-612.986008,-308.565537,-164.179963,-140.240508,5.540371,8.676030,0.549415,1.014756
32400,false,-613.750394,-308.979289,-164.601667,-140.169439,5.551967,8.988233,0.750070,0.000000
32500,false,-611.279271,-307.622518,-163.290462,-140.366290,5.518747,8.966431,0.573472,0.000000
32600,false,-610.899844,-308.245966,-162.735207,-139.918671,5.534559,8.971750,0.291488,0.000000
32700,false,-607.635777,-304.758672,-162.820624,-140.056481,5.614627,8.832392,0.093596,0.000000
32800,false,-607.278835,-302.592315,-164.904244,-139.782276,5.639691,9.395047,0.074036,0.000000
32900,false,-610.529611,-306.867572,-165.080234,-138.581805,5.602456,9.665447,0.471945,0.000000
33000,false,-610.249575,-306.365791,-165.299233,-138.584550,5.645643,10.235333,0.113707,0.000000
33100,false,-613.021578,-306.002177,-167.038775,-139.980625,5.581341,9.092478,0.256725,0.000000
33200,false,-611.830044,-304.472953,-166.575433,-140.781659,5.633019,9.039059,0.283848,0.000000
33300,false,-609.907500,-302.387222,-166.216595,-141.303683,5.594248,8.891137,0.947657,0.000000
33400,true,-612.910439,-304.387145,-166.534428,-141.988866,5.586103,8.935450,0.113839,1.327528
33500,false,-614.104588,-305.487067,-166.916944,-141.700577,5.587222,9.628516,0.202860,0.001815
33600,false,-616.209484,-307.521586,-167.487595,-141.200303,5.574314,10.137187,0.779169,0.000001
33700,false,-610.414259,-302.302739,-165.638083,-142.473437,5.654350,10.573169,0.987132,0.000000
33800,false,-614.882069,-305.991725,-166.900868,-141.989476,5.613162,9.953624,0.782931,0.083134
33900,false,-616.093289,-307.602549,-166.769723,-141.721017,5.531479,8.425628,0.161643,0.000000
34000,false,-611.846752,-301.221617,-167.901808,-142.723328,5.534232,9.605632,0.828712,0.000000
34100,false,-611.044189,-302.519244,-166.179813,-142.345133,5.569085,9.678026,0.015036,0.000000
34200,false,-612.077580,-304.582987,-165.757425,-141.737169,5.503402,9.158471,0.384894,0.000000
34300,false,-619.023354,-311.899238,-165.532610,-141.591506,5.520976,9.022629,0.235922,0.000000
34400,false,-614.567339,-307.619992,-165.841501,-141.105847,5.552319,9.010305,0.440362,0.031823
34500,false,-616.922313,-308.587791,-165.942547,-142.391975,5.568420,9.000608,0.826800,0.040640
34600,false,-617.505761,-308.728973,-166.736204,-142.040583,5.543582,9.243266,0.951616,0.001816
34700,false,-619.273018,-310.552722,-166.424948,-142.295348,5.537685,9.158517,0.459364,0.000000
34800,false,-619.390675,-311.190405,-166.390274,-141.809995,5.514073,8.771646,0.481291,0.049717
34900,false,-619.230327,-309.965697,-167.287664,-141.976966,5.539359,9.214947,0.771232,0.000000
35000,false,-617.151193,-307.692822,-167.427227,-142.031144,5.555064,9.416764,0.528082,0.000000
35100,false,-620.018993,-310.119122,-168.425673,-141.474198,5.500683,8.661500,0.104073,0.000000
35200,false,-621.821852,-313.010826,-168.238122,-140.572904,5.503043,8.911348,0.048075,0.000000
35300,false,-622.766405,-314.318726,-167.240094,-141.207585,5.518656,8.827726,0.183138,0.000000
35400,false,-617.898700,-310.305067,-165.686645,-141.906988,5.540392,9.192564,0.667488,0.000099
35500,false,-620.319877,-314.350484,-165.754574,-140.214819,5.554560,9.119753,0.238209,0.000000
35600,true,-618.675364,-310.488353,-167.865597,-140.321414,5.532835,9.457095,0.086813,0.128784
35700,false,-619.155870,-311.171042,-166.935515,-141.049312,5.598427,9.813197,0.065937,0.000000
35800,true,-618.910829,-311.282811,-166.816099,-140.811918,5.571446,9.241013,0.176364,1.362493
35900,true,-623.476628,-316.032923,-167.702042,-139.741663,5.498343,8.951689,0.533603,1.000000
36000,true,-623.036904,-315.948811,-167.702042,-139.386050,5.480483,9.100426,0.263240,1.530286
36100,true,-619.436829,-311.138538,-167.714290,-140.584001,5.521346,9.535097,0.024276,0.450738
36200,false,-621.538914,-313.612491,-167.208431,-140.717991,5.521505,8.990188,0.109683,0.000121
36300,false,-618.702752,-311.291982,-166.630970,-140.779800,5.504869,9.236693,0.323377,0.000000
36400,false,-616.370052,-310.407868,-166.326433,-139.635752,5.541868,9.435173,0.082849,0.000000
36500,false,-614.463969,-307.564002,-166.644936,-140.255031,5.549983,9.236339,0.446654,0.000000
36600,false,-621.915241,-314.054099,-167.854322,-140.006819,5.515333,8.758473,0.015985,0.000000
36700,false,-619.516107,-312.648387,-167.132362,-139.735357,5.538684,8.934207,0.909558,0.000000
36800,false,-621.099999,-313.909370,-167.134455,-140.056173,5.556480,8.875899,0.261007,0.000000
36900,false,-621.655660,-314.529600,-166.826022,-140.300038,5.556971,8.988340,0.938031,0.058952
37000,true,-622.885760,-315.625063,-166.885416,-140.375281,5.538970,8.893806,0.432492,1.236239
37100,false,-622.570486,-315.001067,-167.112269,-140.457150,5.520936,8.865990,0.120696,0.000000
37200,false,-618.295482,-310.511407,-167.463730,-140.320346,5.567652,9.022764,0.343070,0.000000
37300,true,-619.127445,-310.764552,-167.891591,-140.471302,5.516203,8.724708,0.002453,0.046095
37400,false,-616.696799,-308.649979,-167.850533,-140.196288,5.528621,8.966883,0.630225,0.000008
37500,false,-620.234599,-311.514131,-168.049371,-140.671097,5.526053,9.315437,0.119484,0.000000
37600,true,-620.912176,-312.400320,-167.745622,-140.766234,5.590676,9.896497,0.574502,1.000000
37700,false,-620.952376,-313.267590,-166.907257,-140.777529,5.548418,9.341450,0.975663,0.000000
37800,false,-619.907270,-310.460497,-166.954180,-142.492593,5.591634,9.677406,0.609119,0.131627
37900,false,-621.059129,-311.990007,-166.779162,-142.289960,5.596230,9.518557,0.460371,0.000000
38000,false,-621.459680,-312.614072,-166.456754,-142.388853,5.553880,9.260541,0.020990,0.000000
38100,true,-624.795942,-316.854536,-165.873572,-142.067834,5.564724,9.137016,0.207720,1.001444
38200,false,-621.919890,-313.783621,-166.033407,-142.102862,5.571444,9.254422,0.343146,0.000000
38300,false,-618.319450,-312.901336,-165.029964,-140.388150,5.530205,9.204961,0.397181,0.000521
38400,false,-620.637641,-315.050249,-164.208338,-141.379053,5.596690,9.912734,0.938567,0.000000
38500,true,-620.056947,-312.742315,-165.209775,-142.104857,5.599396,10.078034,0.495619,1.441347
38600,false,-619.227778,-314.733243,-163.869991,-140.624545,5.566301,9.806263,0.275425,0.011125
38700,false,-621.271816,-316.939027,-163.992602,-140.340187,5.550057,9.684479,0.440732,0.090051
38800,false,-618.636812,-313.384615,-164.080694,-141.171503,5.540740,9.705125,0.393722,0.319739
38900,false,-622.428118,-317.434892,-164.031328,-140.961898,5.498745,9.110241,0.765903,0.000000
39000,true,-620.834350,-315.403925,-163.992623,-141.437803,5.496317,9.299479,0.063344,1.000000
39100,false,-620.221292,-313.282576,-165.098664,-141.840052,5.494400,9.020430,0.166450,0.000000
39200,false,-620.728975,-314.671345,-164.694160,-141.363470,5.518595,9.501998,0.133520,0.000000
39300,true,-622.376544,-316.241395,-164.837147,-141.298003,5.520016,9.329004,0.007287,0.989286
39400,false,-620.528882,-313.051697,-165.693779,-141.783406,5.542496,9.627848,0.573678,0.000000
39500,false,-623.979335,-316.151155,-165.974493,-141.853687,5.539291,8.982518,0.271989,0.000000
39600,false,-622.707875,-313.588434,-167.272605,-141.846836,5.519045,9.034651,0.705721,0.000000
39700,true,-617.517653,-308.975979,-167.517117,-141.024557,5.469822,9.436090,0.453268,1.000000
39800,true,-621.866139,-313.391332,-167.527569,-140.947238,5.476091,9.075639,0.127700,1.085424
39900,false,-622.030194,-313.422486,-167.922027,-140.685681,5.518026,9.219095,0.884846,0.000000
40000,false,-623.687697,-316.610970,-166.180199,-140.896528,5.545166,8.958793,0.828896,0.000000
