Cycle,Acc/Rej,Potential,BasicP,BendingP,DihedralP,Rg,Re,randomProb,boltzman
4000,true,-408.141184,-124.802194,-145.726916,-137.612074,6.462912,11.042529,0.292230,2.756870
4100,false,-416.639308,-131.325506,-144.754931,-140.558871,6.302342,9.810911,0.638592,0.000004
4200,false,-421.840222,-134.437250,-146.225538,-141.177435,6.302263,10.040612,0.151448,0.000000
4300,true,-413.423194,-126.778477,-145.432379,-141.212338,6.296006,10.397514,0.087226,0.219865
4400,false,-419.662247,-135.644504,-143.155568,-140.862175,6.226261,9.131354,0.939253,0.000000
4500,true,-416.168291,-131.558744,-143.606637,-141.002910,6.199982,9.570995,0.157820,0.749447
4600,false,-416.082235,-130.754934,-143.600893,-141.726408,6.257326,9.263364,0.116147,0.000000
4700,false,-415.528455,-131.873414,-142.617689,-141.037352,6.166234,9.844143,0.412115,0.000000
4800,false,-424.284277,-143.764610,-143.784516,-136.735151,6.057052,8.003802,0.845590,0.000000
4900,true,-416.854416,-135.180524,-143.997245,-137.676647,6.092449,7.703018,0.661186,1.543001
5000,false,-419.036792,-137.023694,-143.248967,-138.764131,6.191745,6.988761,0.896320,0.000000
5100,false,-418.117779,-135.557780,-143.271029,-139.288971,6.246643,8.168067,0.924394,0.002083
5200,false,-413.578985,-133.474529,-142.591536,-137.512920,6.127979,8.151267,0.532945,0.000000
5300,false,-414.290515,-129.501007,-145.047036,-139.742472,6.258178,10.373521,0.126623,0.008847
5400,false,-409.219861,-127.472064,-143.517783,-138.230015,6.082720,8.529577,0.894818,0.000000
5500,false,-415.884970,-138.279577,-140.941951,-136.663443,6.092045,8.278810,0.033798,0.000000
5600,false,-413.557455,-134.191389,-141.160677,-138.205389,6.065676,8.209378,0.363194,0.000000
5700,false,-419.978620,-139.851824,-143.527693,-136.599103,6.044397,7.070079,0.926677,0.000000
5800,true,-426.770343,-146.549688,-142.730571,-137.490084,6.049384,7.280186,0.416669,1.074106
5900,false,-427.163690,-146.584464,-142.360209,-138.219016,6.127695,7.163663,0.512935,0.000388
6000,false,-424.681418,-143.308577,-142.241677,-139.131165,6.143136,7.352290,0.474900,0.000000
6100,false,-418.489567,-136.287033,-143.266980,-138.935554,6.183092,7.350995,0.577525,0.001745
6200,false,-418.363052,-134.404012,-144.552897,-139.406144,6.187056,7.708435,0.230605,0.000000
6300,false,-424.895711,-143.374018,-143.677901,-137.843792,6.145870,6.922684,0.871312,0.000000
6400,false,-422.267131,-141.427160,-143.827449,-137.012522,6.159076,7.525394,0.969844,0.000001
6500,false,-422.335943,-138.932391,-144.509199,-138.894352,6.193918,7.230259,0.738005,0.715357
6600,false,-425.528985,-142.177655,-144.607615,-138.743714,6.112271,8.177677,0.380585,0.000000
6700,false,-432.084385,-147.629099,-143.690179,-140.765107,6.113767,8.285036,0.979354,0.000062
6800,true,-426.201397,-140.889943,-144.465169,-140.846284,6.190399,8.176993,0.349545,1.000000
6900,false,-428.847448,-145.866222,-144.277059,-138.704166,6.155943,7.986189,0.458637,0.172767
7000,true,-431.988394,-146.283065,-145.574548,-140.130781,6.117815,7.929099,0.247318,1.000000
7100,false,-432.059734,-148.498260,-144.663853,-138.897620,6.126201,7.830941,0.942429,0.000000
7200,true,-433.834853,-146.780599,-148.003512,-139.050741,6.164602,7.448977,0.201781,1.111353
7300,true,-427.706450,-141.376875,-148.334434,-137.995141,6.113803,7.177056,0.680645,1.000000
7400,true,-427.719423,-142.007780,-147.395568,-138.316075,6.119224,6.439805,0.859785,1.000000
7500,false,-420.946101,-136.327029,-148.261793,-136.357280,6.087458,7.016163,0.224873,0.000000
7600,false,-421.199203,-136.097885,-148.448838,-136.652480,6.271009,7.974613,0.137120,0.015712
7700,false,-418.370747,-138.415983,-144.014513,-135.940251,6.078400,7.065405,0.984981,0.000000
7800,false,-415.598935,-137.981965,-140.819643,-136.797328,6.137145,7.822822,0.456768,0.000000
7900,false,-420.852149,-142.000332,-141.877986,-136.973830,6.099406,7.690353,0.024012,0.000000
8000,false,-421.146814,-143.057890,-140.988488,-137.100436,6.141047,7.716971,0.975434,0.000000
8100,false,-414.268266,-134.752360,-142.981287,-136.534618,6.245020,8.641281,0.591351,0.001934
8200,false,-411.006696,-132.094100,-142.617013,-136.295583,6.188142,7.177333,0.298364,0.000000
8300,false,-417.513945,-141.098289,-140.031181,-136.384475,6.169648,7.226414,0.894185,0.000000
8400,false,-414.336415,-134.135659,-143.498718,-136.702039,6.141279,7.520468,0.182430,0.000000
8500,false,-422.572239,-141.764133,-144.325151,-136.482955,6.207326,6.763846,0.607233,0.277240
8600,true,-420.596358,-137.833860,-146.589059,-136.173439,6.199161,7.964267,0.727516,1.000000
8700,true,-421.251355,-136.996398,-146.782957,-137.471999,6.244723,7.989789,0.620768,1.182307
8800,true,-422.246714,-138.224260,-147.462595,-136.559860,6.182666,8.445548,0.556169,1.000000
8900,false,-427.837478,-143.611786,-147.431768,-136.793924,6.112262,8.176219,0.526908,0.000054
9000,false,-430.443197,-146.302313,-148.196035,-135.944848,6.119654,8.219664,0.481537,0.000000
9100,false,-427.522124,-142.664852,-147.727343,-137.129929,6.186403,7.889788,0.344200,0.109930
9200,true,-423.510348,-139.382095,-147.389110,-136.739142,6.253247,8.571188,0.163591,0.520732
9300,true,-434.337438,-147.839649,-149.900264,-136.597524,6.080621,8.763709,0.980477,1.113580
9400,false,-435.075532,-148.149659,-149.494035,-137.431838,6.059254,8.738447,0.253626,0.000000
9500,false,-433.313669,-145.440230,-150.158276,-137.715162,6.058399,8.637283,0.934001,0.014891
9600,false,-432.727354,-145.393239,-149.915978,-137.418137,6.051619,8.863638,0.527040,0.000063
9700,false,-435.130947,-148.044973,-150.050474,-137.035500,6.000868,9.265734,0.732886,0.001816
9800,true,-436.461276,-148.291024,-150.063740,-138.106511,5.978292,9.002175,0.504400,1.101608
9900,true,-435.653585,-149.120753,-148.021565,-138.511267,5.954400,8.898272,0.612800,0.776082
10000,true,-438.202511,-151.980465,-149.166024,-137.056022,6.087600,8.743221,0.060784,0.234975
10100,false,-439.660550,-151.647890,-150.060740,-137.951920,6.048118,8.917102,0.932952,0.021149
10200,false,-440.738936,-152.094246,-151.270586,-137.374105,6.065169,9.113393,0.523410,0.000000
10300,false,-443.089884,-155.996948,-149.941185,-137.151751,6.044781,8.932843,0.830357,0.000000
10400,true,-443.992895,-155.665887,-150.985928,-137.341081,6.032183,8.487528,0.757540,1.000000
10500,false,-442.093794,-153.797139,-150.483449,-137.813206,6.035048,8.880876,0.612384,0.000000
10600,false,-439.744531,-150.153087,-151.200050,-138.391395,6.057609,10.260750,0.740670,0.000102
10700,false,-446.696187,-154.968300,-153.555778,-138.172109,5.979225,8.872635,0.387586,0.000000
10800,true,-445.099270,-153.454286,-153.611037,-138.033947,6.011204,8.747819,0.125000,1.000000
10900,false,-446.333640,-153.764289,-153.952696,-138.616654,6.036630,9.436188,0.434807,0.000000
11000,true,-445.330550,-151.155742,-155.389853,-138.784954,6.032314,9.202108,0.288180,1.997098
11100,false,-446.190054,-152.792210,-155.163114,-138.234729,5.967802,8.613486,0.810577,0.000000
11200,false,-448.928227,-155.610544,-154.507313,-138.810369,5.969307,9.018086,0.372349,0.000013
11300,false,-450.416245,-155.666004,-154.212508,-140.537732,5.959740,8.072689,0.694784,0.010577
11400,false,-448.331761,-155.610685,-154.070799,-138.650277,5.991771,8.168740,0.811444,0.000000
11500,false,-444.145826,-149.967031,-155.267047,-138.911748,6.108566,8.656928,0.974625,0.000000
11600,false,-446.076447,-150.656009,-154.861949,-140.558489,6.103654,8.997324,0.846795,0.000281
11700,false,-450.330509,-155.336341,-155.138542,-139.855625,6.040255,8.545906,0.566844,0.000000
11800,true,-450.069417,-155.704258,-155.073361,-139.291798,6.029035,8.506871,0.531000,1.000000
11900,false,-448.260408,-150.777349,-156.519478,-140.963580,6.073936,8.038775,0.978246,0.388315
12000,false,-450.018637,-154.917370,-154.745888,-140.355379,6.057594,8.974367,0.720086,0.000000
12100,false,-453.929012,-158.843845,-155.047626,-140.037541,6.021302,8.444831,0.604499,0.002296
12200,false,-449.102456,-150.699982,-156.078232,-142.324242,6.070333,8.454269,0.553940,0.015361
12300,false,-452.356779,-151.499043,-157.833602,-143.024135,6.122033,9.173268,0.267207,0.000000
12400,true,-448.206093,-149.031575,-156.925209,-142.249309,6.145491,10.291577,0.925037,1.000000
12500,false,-444.439711,-147.407948,-155.754411,-141.277352,6.140109,9.718934,0.489274,0.014117
12600,true,-453.263346,-151.190735,-158.963194,-143.109417,6.169082,8.213890,0.435435,1.377035
12700,false,-451.409111,-149.575213,-158.548488,-143.285411,6.204162,7.746885,0.008544,0.000550
12800,false,-449.919558,-148.702095,-158.572956,-142.644508,6.125686,7.721657,0.342056,0.033871
12900,true,-445.246244,-147.849850,-154.346356,-143.050039,6.124962,8.012124,0.029724,0.565042
13000,false,-448.099170,-149.737770,-155.376586,-142.984814,6.136562,7.946946,0.990255,0.000057
13100,false,-446.258920,-148.699792,-154.220264,-143.338865,6.120978,7.985332,0.714589,0.000017
13200,false,-453.089686,-157.863244,-152.093120,-143.133323,5.942746,7.800709,0.235660,0.000068
13300,false,-454.679692,-159.565164,-153.378177,-141.736352,5.950930,7.706391,0.410464,0.000000
13400,true,-454.530021,-155.918491,-155.128166,-143.483364,6.016575,8.285640,0.354298,0.387766
13500,false,-452.022278,-154.657120,-152.976160,-144.388997,6.082535,9.144006,0.116993,0.000000
13600,false,-450.511984,-152.010956,-155.028205,-143.472823,6.045241,8.521975,0.941005,0.000000
13700,false,-453.628062,-153.227021,-156.001553,-144.399488,6.040474,9.132629,0.691187,0.329539
13800,true,-454.816440,-154.905394,-156.544320,-143.366726,5.961030,8.844522,0.296109,0.317202
13900,true,-454.215144,-151.451547,-158.542369,-144.221228,6.021988,9.185165,0.290749,2.960779
14000,true,-460.029326,-158.673114,-157.938981,-143.417231,5.992424,7.944690,0.800406,1.000000
14100,false,-453.934167,-155.082599,-156.529374,-142.322193,5.983453,8.318782,0.555689,0.000000
14200,false,-456.415982,-156.277953,-157.015881,-143.122147,6.008943,8.740810,0.778405,0.000000
14300,false,-460.262779,-157.783384,-159.383705,-143.095689,5.991539,8.528939,0.028213,0.000000
14400,true,-456.512570,-155.414438,-158.500371,-142.597762,6.045157,9.294603,0.349864,0.682883
14500,false,-454.143524,-155.971449,-155.231035,-142.941041,6.064448,8.439044,0.310895,0.001358
14600,true,-453.963721,-156.929587,-155.699764,-141.334369,6.001887,7.639706,0.769599,1.000000
14700,true,-454.608949,-156.146756,-156.882709,-141.579483,5.988536,7.763419,0.463132,1.000000
14800,true,-458.124739,-160.101069,-156.772990,-141.250680,6.020353,7.985977,0.755584,1.000000
14900,false,-458.745259,-159.262773,-156.401668,-143.080817,6.002342,7.435352,0.135879,0.000005
15000,false,-454.853794,-157.908520,-154.347767,-142.597508,6.001999,7.409028,0.305322,0.104205
15100,true,-454.663944,-157.621157,-154.408017,-142.634770,5.940406,7.459065,0.944664,0.958690
15200,false,-451.428605,-154.265820,-155.554740,-141.608045,5.968749,7.430071,0.500504,0.000000
15300,false,-454.224340,-156.398129,-156.619204,-141.207007,5.920103,7.319384,0.580889,0.000006
15400,false,-455.250714,-157.289593,-156.464812,-141.496309,5.971473,7.060881,0.799947,0.000000
15500,false,-456.536464,-156.535342,-157.572252,-142.428869,5.951683,7.310720,0.161404,0.000000
15600,false,-454.626907,-152.872416,-158.373596,-143.380895,5.996744,8.090481,0.320815,0.192177
15700,false,-454.002086,-151.734388,-159.184787,-143.082910,6.015457,8.166800,0.316371,0.000000
15800,false,-459.138276,-157.227939,-158.527591,-143.382746,5.950486,7.218895,0.608114,0.000000
15900,false,-460.628936,-159.029011,-158.262973,-143.336952,5.941297,7.689991,0.515404,0.000000
16000,false,-458.913542,-157.729611,-158.340222,-142.843709,5.951567,8.382394,0.392484,0.000000
16100,true,-455.162382,-154.578250,-158.035663,-142.548469,5.984604,8.598263,0.131991,1.000000
16200,true,-458.234812,-156.872233,-160.245109,-141.117470,5.996125,8.582575,0.836251,5.228130
16300,false,-458.296811,-157.926324,-158.822886,-141.547601,5.906118,7.595448,0.746200,0.002236
16400,false,-455.794223,-158.381575,-157.172852,-140.239796,5.990516,9.009104,0.767781,0.000000
16500,false,-452.387911,-152.505663,-159.364622,-140.517626,6.020403,9.471104,0.185660,0.000000
16600,false,-455.580813,-154.939689,-157.698023,-142.943101,5.871626,7.697584,0.404098,0.000000
16700,false,-461.031662,-161.192950,-156.900838,-142.937875,5.912668,7.226145,0.804832,0.000000
16800,true,-456.933876,-159.339306,-155.374307,-142.220263,5.905046,7.827432,0.061799,1.000000
16900,false,-459.437152,-157.795707,-158.907926,-142.733520,5.995221,8.255398,0.502555,0.000000
17000,false,-463.583782,-159.096374,-161.972976,-142.514432,5.967120,7.231303,0.356233,0.000002
